HEI Name,UII,Region,HEI Type,Province,City/Municipality,Status
Holy Trinity College Seminary,05138,5,1,Camarines Norte,Labo,Existing
"Camarines Norte School of Law, Arts and Sciences",05142,5,1,Camarines Norte,Talisay,Existing
Solis Institute of Technology,05143,5,1,Sorsogon,Bulan,Existing
The Lewis College,05144,5,1,Sorsogon,Sorsogon City,Existing
West Coast College,05145,5,1,Albay,Pioduran,Existing
Oas Community College,05147,5,3,Albay,Oas,Existing
Libon Community College,05148,5,3,Albay,Libon,Existing
Sta. Elena (Camarines Norte) College,05149,5,1,Camarines Norte,Sta. Elena,Existing
Baao Community College,05150,5,3,Camarines Sur,Baao,Existing
Partido State University-Salogon Campus,05152,5,2b,Camarines Sur,San Jose,Existing
Partido State University-Caramoan Campus,05153,5,2b,Camarines Sur,Caramoan,Existing
Partido State University-Lagonoy Campus,05154,5,2b,Camarines Sur,Lagonoy,Existing
Calabanga Community College,05155,5,3,Camarines Sur,Calabanga,Existing
Capalonga College,05156,5,1,Camarines Norte,Capalonga,Existing
Southern Luzon Technological College Foundation-Legazpi,05157,5,1,Albay,Legazpi City,Existing
Our Lady of Salvation College,05158,5,1,Albay,Tiwi,Existing
Daraga Community College,05159,5,3,Albay,Daraga,Existing
Aeronautical Academy of the Philippines,05161,5,1,Camarines Sur,Canaman,Existing
Computer Communication Development Institute-Sorsogon,05162,5,1,Sorsogon,Sorsogon City,Existing
Amando Cope College,05163,5,1,Albay,Tabaco City,Existing
Luis H. Dilanco Sr. Foundation College,05164,5,1,Camarines Sur,Libmanan,Existing
Regina Mondi College,05166,5,1,Camarines Sur,Iriga City,Existing
Siena College-Tigaon,05168,5,1,Camarines Sur,Tigaon,Existing
Balud Municipal College,05169,5,3,Masbate,Balud,Existing
Camarines Norte State College-Entienza Campus,05170,5,2b,Camarines Norte,Sta. Elena,Existing
Estenias Science Foundation School,05174,5,1,Sorsogon,Casiguran,Existing
Our Lady of the Most Holy Trinity College Seminary,05175,5,1,Camarines Sur,Naga City,Existing
Christian Polytechnic Institute of Catanduanes,05177,5,1,Catanduanes,Virac,Existing
Community College of Manito,05177a,5,3,Albay,Manito,Existing
Forbes College,05178,5,1,Albay,Legazpi City,Existing
Bicol University Gubat Campus,05179,5,2b,Sorsogon,Gubat,Existing
Shepherdville College,05180,5,1,Camarines Sur,Tigaon,Existing
ACLC College of Daet,05181,5,1,Camarines Norte,Daet,Existing
ACLC College of Sorsogon,05182,5,1,Sorsogon,Sorsogon City,Existing
STI College-Naga City,05183,5,1,Camarines Sur,Naga City,Existing
Infotech Development Systems Colleges,05184,5,1,Albay,Ligao City,Existing
Southern Luzon Technological College Foundation-Pilar,05185,5,1,Sorsogon,Pilar,Existing
Southern Luzon Technological College Foundation-Pioduran,05186,5,1,Albay,Pioduran,Existing
Central Bicol State University of Agriculture-Pasacao,05189,5,2b,Camarines Sur,Pasacao,Existing
Belen B. Francisco Foundation-Albay,05190,5,1,Albay,Daraga,Existing
Camarines Norte College of Arts and Business,05191,5,1,Camarines Norte,Labo,Existing
ACLC College of Iriga City,05192,5,1,Camarines Sur,Iriga City,Existing
Computer Arts and Technological College-Polangui Campus,05193,5,1,Albay,Polangui,Existing
Computer Arts and Technological College-Ligao City,05194,5,1,Albay,Ligao City,Existing
Mountview College,05195,5,1,Camarines Sur,Naga City,Existing
Aroroy Municipal College,05196,5,3,Masbate,Aroroy,Existing
Computer Systems Institute,05197,5,1,Albay,Legazpi City,Existing
SPJ International Technology Institute,05198,5,1,Camarines Sur,Tinambac,Existing
Cataingan Polytechnic Institute,05199,5,1,Masbate,Cataingan,Existing
Masbate Polytechnic and Development College,05200,5,1,Masbate,Baleno,Existing
Donsol Community College,05201,5,3,Sorsogon,Donsol,Existing
San Pascual Polytechnic College,05202,5,3,Masbate,San Pascual,Existing
Masbate Central Technical Institute,05203,5,1,Masbate,Masbate City,Existing
Camarines Norte State College-Abaño Campus,05204,5,2b,Camarines Norte,Daet,Existing
Bicol Training and Technological College,05205,5,1,Albay,Bacacay,Existing
St. Francis Carraciolo Culinary Academy,05206,5,1,Camarines Norte,Vinzons,Existing
Governor Mariano E. Villafuerte Community College-Garchitorena,05207,5,3,Camarines Sur,Garchitorena,Existing
Governor Mariano E. Villafuerte Community College-Libmanan,05208,5,3,Camarines Sur,Libmanan,Existing
Governor Mariano E. Villafuerte Community College-Siruma,05209,5,3,Camarines Sur,Siruma,Existing
BST Grace College,05210,5,1,Camarines Sur,San Fernando,Existing
Governor Mariano E. Villafuerte Community College-Tinambac,05211,5,3,Camarines Sur,Tinambac,Existing
Guinobatan Community College,05213,5,3,Albay,Guinobatan,Existing
Bacacay Community College,05214,5,3,Albay,Bacacay,Existing
Pilar Community College,05215,5,3,Sorsogon,Pilar,Existing
Lyceum of St. Dominic,05216,5,1,Camarines Norte,Sta. Elena,Existing
Northills College of Asia (NCA),05217,5,1,Camarines Norte,Labo,Existing
King Thomas Learning Academy,05218,5,1,Camarines Sur,Sipocot,Existing
Buhi St. Joseph Academy,05219,5,1,Camarines Sur,Buhi,Existing
Goa Community College,05220,5,3,Camarines Sur,Goa,Existing
MRDA Academic Center,05221,5,1,Camarines Sur,Calabanga,Existing
Camo Integrated School,05223,5,1,Camarines Sur,Pili,Existing
Asia Pacific International College,05224,5,1,Albay,Pioduran,Existing
Camarines Sur Polytechnic Colleges-Buhi Campus,05225,5,2b,Camarines Sur,Buhi,Existing
Cawayan Community College,05226,5,3,Masbate,Cawayan,Existing
"Dr. Emilio B. Espinosa, Sr. Memorial State College of Agriculture and Technology-Cawayan Campus",05227,5,2b,Masbate,Cawayan,Existing
Genesis Colleges,05228,5,1,Camarines Sur,Pili,Existing
Blessed Name of Mary College,05229,5,1,Camarines Sur,Pili,Existing
Castilla College,05230,5,3,Sorsogon,Castilla,Existing
Colegio de San Rafael Archangel,05231,5,1,Camarines Sur,Pili,Existing
iConnect Global Institute,05232,5,1,Camarines Sur,Ocampo,Existing
Sto. Domingo Community College,05233,5,3,Albay,Sto. Domingo,Existing
Bonaventure Colleges of Sorsogon,05234,5,1,Sorsogon,Irosin,Existing
Aklan Catholic College,06002,6,1,Aklan,Kalibo,Existing
Aklan State University-New Washington,06003,6,2b,Aklan,New Washington,Existing
Aklan Polytechnic College,06004,6,1,Aklan,Kalibo,Existing
Aklan State University,06005,6,2a,Aklan,Banga,Existing
University of Antique - Hamtic,06006,6,2b,Antique,Hamtic,Existing
ACSI College Iloilo,06009,6,1,Iloilo,Iloilo City,Existing
Bago City College,06010,18,3,Negros Occidental,Bago City,Existing
Northern Iloilo State University-Batad Campus,06011,6,2b,Iloilo,Batad,Existing
Binalbagan Catholic College,06012,18,1,Negros Occidental,Binalbagan,Existing
Cabalum Western College,06013,6,1,Iloilo,Iloilo City,Existing
Cabarrus Catholic College,06014,18,1,Negros Occidental,Sipalay City,Existing
West Visayas State University-Calinog Campus,06015,6,2b,Iloilo,Calinog,Existing
Capiz State University,06017,6,2a,Capiz,Roxas City,Existing
Carlos Hilado Memorial State University-Bacolod Campus,06018,18,2b,Negros Occidental,Bacolod City,Existing
Carlos Hilado Memorial State University,06019,18,2a,Negros Occidental,Talisay City,Existing
Central Philippine Adventist College,06021,18,1,Negros Occidental,Murcia,Existing
Central Philippine University,06022,6,1,Iloilo,Iloilo City,Existing
Colegio de la Purisima Concepcion,06023,6,1,Capiz,Roxas City,Existing
Colegio San Agustin-Bacolod,06024,18,1,Negros Occidental,Bacolod City,Existing
Colegio de San Jose-Jaro,06025,6,1,Iloilo,Iloilo City,Existing
Colegio De Santa Rita De San Carlos,06026,18,1,Negros Occidental,San Carlos City,Existing
Colegio del Sagrado Corazon de Jesus,06027,6,1,Iloilo,Iloilo City,Existing
Northern Iloilo State University-Concepcion Campus,06029,6,2b,Iloilo,Concepcion,Existing
Vicente A. Javier Memorial Community College,06030,6,3,Antique,Culasi,Existing
Iloilo State University of Fisheries Science and Technology-Dingle Campus,06032,6,2b,Iloilo,Dingle,Existing
Iloilo State University of Fisheries Science and Technology-Dumangas Campus,06034,6,2b,Iloilo,Dumangas,Existing
Fellowship Baptist College Of Kabankalan,06035,18,1,Negros Occidental,Kabankalan City,Existing
Filamer Christian University,06036,6,1,Capiz,Roxas City,Existing
Garcia College of Technology,06038,6,1,Aklan,Kalibo,Existing
Guimaras State University,06040,6,2a,Guimaras,Buenavista,Existing
Guimaras State University-Mosqueda,06040a,6,2b,Guimaras,Jordan,Existing
Iloilo Doctors' College,06042,6,1,Iloilo,Iloilo City,Existing
Iloilo Doctors' College of Medicine,06043,6,1,Iloilo,Iloilo City,Existing
Iloilo State University of Fisheries Science and Technology,06044,6,2a,Iloilo,Barotac Nuevo,Existing
State University of Northern Negros,06045,18,2a,Negros Occidental,Sagay City,Existing
State University of Northern Negros-Escalante,06045b,18,2b,Negros Occidental,Escalante City,Existing
State University of Northern Negros-Calatrava,06045d,18,2b,Negros Occidental,Calatrava,Existing
John B. Lacson Colleges Foundation-Bacolod,06046,18,1,Negros Occidental,Bacolod City,Existing
John B. Lacson Foundation Maritime University-Molo,06047,6,1,Iloilo,Iloilo City,Existing
John B. Lacson Foundation Maritime University-Arevalo,06048,6,1,Iloilo,Iloilo City,Existing
Kabankalan Catholic College,06049,18,1,Negros Occidental,Kabankalan City,Existing
La Carlota City College,06050,18,3,Negros Occidental,La Carlota City,Existing
La Consolacion College-Bacolod,06051,18,1,Negros Occidental,Bacolod City,Existing
La Consolacion College-Isabela,06052,18,1,Negros Occidental,Isabela,Existing
West Visayas State University-Lambunao Campus,06054,6,2b,Iloilo,Lambunao,Existing
Iloilo Science and Technology University-Leon Campus,06055,6,2b,Iloilo,Leon,Existing
Mount Carmel College,06056,18,1,Negros Occidental,Escalante City,Existing
St. Therese-MTC Colleges-Tigbauan,06057,6,1,Iloilo,Tigbauan,Existing
Central Philippines State University,06058,18,2a,Negros Occidental,Kabankalan City,Existing
Carlos Hilado Memorial State Universit -College of Fisheries-Binalbagan,06059,18,2b,Negros Occidental,Binalbagan,Existing
Northern Iloilo State University-Barotac Viejo Campus,06061,6,2b,Iloilo,Barotac Viejo,Existing
North Negros College,06062,18,1,Negros Occidental,Cadiz City,Existing
Northern Iloilo State University,06063,6,2a,Iloilo,Estancia,Existing
Northwestern Visayan Colleges,06064,6,1,Aklan,Kalibo,Existing
Capiz State University-Burias Campus,06066,6,2b,Capiz,Roxas City,Existing
Philippine Normal University-Cadiz,06068,18,2b,Negros Occidental,Cadiz City,Existing
University of Antique,06069,6,2a,Antique,Sibalom,Existing
West Visayas State University-Pototan Campus,06070,6,2b,Iloilo,Pototan,Existing
Capiz State University-Pontevedra Campus,06071,6,2b,Capiz,Pontevedra,Existing
Riverside College,06072,18,1,Negros Occidental,Bacolod City,Existing
Aklan State University-Kalibo Campus,06073,6,2b,Aklan,Kalibo,Existing
St. Anthony College of Roxas City,06074,6,1,Capiz,Roxas City,Existing
Saint Anthony's College-Antique,06075,6,1,Antique,San Jose de Buenavista,Existing
Saint Gabriel College,06076,6,1,Aklan,Kalibo,Existing
St. Paul University of Iloilo,06077,6,1,Iloilo,Iloilo City,Existing
St. Vincent Ferrer Seminary,06079,6,1,Iloilo,Iloilo City,Existing
Iloilo State University of Fisheries Science and Technology-San Enrique Campus,06080,6,2b,Iloilo,San Enrique,Existing
Sancta Maria Mater et Regina Seminarium,06081,6,1,Capiz,Roxas City,Existing
Silay Institute,06082,18,1,Negros Occidental,Silay City,Existing
Iloilo Science and Technology University-Miagao Campus,06083,6,2b,Iloilo,Miagao,Existing
Santo Niño Seminary,06085,6,1,Aklan,Numancia,Existing
University of Antique - Tario Lim Antique School of Fisheries,06086,6,2b,Antique,Tibiao,Existing
Technological University of the Philippines-Visayas,06087,18,2b,Negros Occidental,Talisay City,Existing
University of Iloilo,06088,6,1,Iloilo,Iloilo City,Existing
University of Negros Occidental-Recoletos,06089,18,1,Negros Occidental,Bacolod City,Existing
University of Saint La Salle,06090,18,1,Negros Occidental,Bacolod City,Existing
University of San Agustin,06091,6,1,Iloilo,Iloilo City,Existing
University of the Philippines-Visayas,06092,6,2b,Iloilo,Miagao,Existing
Northern Iloilo State University-Sara Campus,06093,6,2b,Iloilo,Sara,Existing
VMA Global College,06095,18,1,Negros Occidental,Bacolod City,Existing
STI West Negros University,06096,18,1,Negros Occidental,Bacolod City,Existing
West Visayas State University,06097,6,2a,Iloilo,Iloilo City,Existing
Western Institute of Technology,06098,6,1,Iloilo,Iloilo City,Existing
Iloilo Science and Technology University,06099,6,2a,Iloilo,Iloilo City,Existing
West Visayas State University-Janiuay Campus,06100,6,2b,Iloilo,Janiuay,Existing
Northern Iloilo State University-Lemery Campus,06101,6,2b,Iloilo,Lemery,Existing
Iloilo State University of Fisheries Science and Technology-Barotac Nuevo Campus,06103,6,2b,Iloilo,Barotac Nuevo,Existing
Northern Iloilo State University-Ajuy Campus,06104,6,2b,Iloilo,Ajuy,Existing
Capiz State University-Sigma Campus,06105,6,2b,Capiz,Sigma,Existing
Aklan State University-Ibajay Campus,06106,6,2b,Aklan,Ibajay,Existing
Aklan State University-Makato,06107,6,2b,Aklan,Makato,Existing
Pandan Bay Institute,06109,6,1,Antique,Pandan,Existing
Batan Integrated College of Technology,06110,6,3,Aklan,Batan,Existing
Bacolod City College,06111,18,3,Negros Occidental,Bacolod City,Existing
AMA Computer College-Bacolod,06115,18,1,Negros Occidental,Bacolod City,Existing
AMA Computer College-Iloilo,06116,6,1,Iloilo,Iloilo City,Existing
Interface Computer College-Iloilo,06118,6,1,Iloilo,Iloilo City,Existing
College of St. John-Roxas,06119,6,1,Capiz,Roxas City,Existing
Mater Dei College-Silay City,06120,18,1,Negros Occidental,Silay City,Existing
St. Therese-MTC Colleges-La Fiesta,06122,6,1,Iloilo,Iloilo City,Existing
Carlos Hilado Memorial State University-Alijis,06124,18,2b,Negros Occidental,Bacolod City,Existing
Iloilo Science and Technology University-Dumangas Campus,06125,6,2b,Iloilo,Dumangas,Existing
Iloilo Science and Technology University-Barotac Nuevo Campus,06126,6,2b,Iloilo,Barotac Nuevo,Existing
ABE International Business College-Bacolod City,06128,18,1,Negros Occidental,Bacolod City,Existing
Integrated Midwives Association of the Philippines Foundation School of Midwifery,06130,6,1,Iloilo,Iloilo City,Existing
Central Philippines State University-Cauayan Campus,06132,18,2b,Negros Occidental,Cauayan,Existing
Central Philippines State University-Sipalay Campus,06133,18,2b,Negros Occidental,Sipalay City,Existing
Capiz State University-Pilar Campus,06135,6,2b,Capiz,Pilar,Existing
Capiz State University-Tapaz Campus,06137,6,2b,Capiz,Tapaz,Existing
St. Therese-MTC Colleges-Magdalo,06138,6,1,Iloilo,Iloilo City,Existing
ABE International Business College-Iloilo,06140,6,1,Iloilo,Iloilo City,Existing
Capiz State University-Dumarao Campus,06141,6,2b,Capiz,Dumarao,Existing
Central Philippines State University-Ilog Campus,06143,18,2b,Negros Occidental,Ilog,Existing
STI College-Kalibo,06144,6,1,Aklan,Kalibo,Existing
Convention Baptist Bible College,06145,18,1,Negros Occidental,Bacolod City,Existing
Hercor College,06147,6,1,Capiz,Roxas City,Existing
Altavas College,06149,6,3,Aklan,Altavas,Existing
Balete Community College,06151,6,3,Aklan,Balete,Existing
Passi City College,06152,6,3,Iloilo,Passi City,Existing
Capiz State University-Poblacion Mambusao,06153,6,2b,Capiz,Mambusao,Existing
Capiz State University-Dayao,06154,6,2b,Capiz,Roxas City,Existing
Sacred Heart Seminary (Bacolod) School,06155,18,1,Negros Occidental,Bacolod City,Existing
Saint John Mary Vianney Seminary College,06156,18,1,Negros Occidental,San Carlos City,Existing
Central Philippines State University-Moises Padilla Campus,06159,18,2b,Negros Occidental,Moises Padilla,Existing
Central Philippines State University-Hinoba-an Campus,06161,18,2b,Negros Occidental,Hinoba-an,Existing
Central Philippines State University-Candoni,06162,18,2b,Negros Occidental,Candoni,Existing
St. Vincent College of Science and Technology,06163,6,1,Iloilo,Leganes,Existing
Southland College of Kabankalan City,06164,18,1,Negros Occidental,Kabankalan City,Existing
CEDAR College,06165,18,1,Negros Occidental,Cadiz City,Existing
Advance Central College,06166,6,1,Antique,San Jose de Buenavista,Existing
GSEF College,06167,6,1,Iloilo,Cabatuan,Existing
"West Visayas State University-College of Agriculture and Forestry, Lambunao",06168,6,2b,Iloilo,Lambunao,Existing
West Visayas State University-Himamaylan Campus Extension,06169,18,2b,Negros Occidental,Himamaylan City,Existing
Central Philippines State University-Hinigaran Campus,06170,18,2b,Negros Occidental,Hinigaran,Existing
ACLC College of Iloilo,06171,6,1,Iloilo,Iloilo City,Existing
Central Philippines State University - Victorias City Campus,06172,18,2b,Negros Occidental,Victorias City,Existing
Colegio de Sta. Ana de Victorias,06173,18,1,Negros Occidental,Victorias City,Existing
Santa Isabel College of Iloilo City,06174,6,1,Iloilo,Iloilo City,Existing
Hua Siong College of Iloilo,06175,6,1,Iloilo,Iloilo City,Existing
Central Philippines State University - San Carlos Campus,06176,18,2b,Negros Occidental,San Carlos City,Existing
Guimaras State University-Baterna Campus,06177,6,2b,Guimaras,San Lorenzo,Existing
Catholic Ming Yuan College,06178,18,1,Negros Occidental,Murcia,Existing
College of Arts and Sciences of Asia and the Pacific-Bacolod City,06179,18,1,Negros Occidental,Bacolod City,Existing
St. Vincent College of Business and Accountancy,06181,6,1,Capiz,Ivisan,Existing
Iloilo City Community College,06182,6,3,Iloilo,Iloilo City,Existing
I-Tech College-Bago City,06183,18,1,Negros Occidental,Bago City,Existing
Iloilo Merchant Marine School,06184,6,1,Iloilo,Pavia,Existing
